header,class,mechanism,group
Bla|OKP-A-3|AM051140|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
CARD|phgb|AF326777|23980-24640|ARO:3002670|cat|Phenicol|Chloramphenicol_acetyltransferases|CAT,Phenicol,Chloramphenicol acetyltransferases,CAT
Bla|SHV-77_1_EF373975|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|557477792|gb|KF460533.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|TEM-2|AY529705|167-1027|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|401871166|gb|JX121121.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|QnrA4|DQ058662|1-657|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,Fluoroquinolones,Quinolone resistance protein Qnr,QNRA
CARD|pvgb|FQ312006|705198-706383|ARO:3001312|elfamycin|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
CARD|phgb|JN086160|1582-2407|ARO:3001777|OXA-347|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|Aac3-Ik|BX571856|765853-766296|444|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
Tet|tet33_3_DQ390458|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET33
AGly|M26879|gene|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
Bla|OXA-106|EF650032|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
1181|X91840.1|X91840|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|JN969893|0-873|ARO:3001990|CTX-M-131|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
ACou|AF329398.1|gene37|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
CARD|phgb|JX514369|296-1442|ARO:3002108|CMY-95|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Fos|fosA_15_CP002889|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
CARD|phgb|U00096|1188315-1189776|ARO:3000835|phoQ|Multi-drug_resistance|MDR_regulator|PHOQ,Multi-drug resistance,MDR regulator,PHOQ
CARD|phgb|NC_003197|400859-401324|ARO:3000504|golS|Multi-drug_resistance|MDR_regulator|GOLS,Multi-drug resistance,MDR regulator,GOLS
MLS|MsrD|AF274302|2462-3925|1464|MLS|Macrolide_resistance_efflux_pumps|MSRD,MLS,Macrolide resistance efflux pumps,MSRD
gi|2970344|gb|AF047171.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|TLA-1_1_AF148067|betalactams|Class_A_betalactamases|TLA,betalactams,Class A betalactamases,TLA
ACou|NC_003923.1003353|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
AGly|Aph3-VIb|AJ627643|4934-5713|780|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
gi|752115649|gb|KM926621.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
AGly|StrA|AB366441|22458-23261|804|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
gi|378829040|gb|JQ388884.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CTX-M-2|EF592570|5803-6678|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|296951|emb|X65252.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|17026019|dbj|AB074433.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|phgb|AJ250876|36-987|ARO:3000851|THIN-B|betalactams|Class_B_betalactamases|THINB,betalactams,Class B betalactamases,THINB
Flq|QnrS2|DQ485530|1-657|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS
1906|AJ584652.2|AJ584652|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|BA000032|476707-477559|ARO:3003151|CARB-22|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Bla|MOX-1|D13304|233-1381|1159|betalactams|Class_C_betalactamases|MOX,betalactams,Class C betalactamases,MOX
gi|666914763|gb|KJ776406.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
MLS|EreB|X03988|383-1642|1260|MLS|Macrolide_esterases|EREB,MLS,Macrolide esterases,EREB
Bla|SHV-28_3_AF299299|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|OXA-97|EF102240|11723-12565|843|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-55|HQ877613|1-715|715|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|QnrB29|HM439649|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
1175|AF317511.1|AF317511|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|KF478993|6002-6704|ARO:3002930|vanRO|Glycopeptides|VanO-type_regulator|VANRO,Glycopeptides,VanO-type regulator,VANRO
Bla|TEM-193|JN935135|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Sul|sul2_11_AY232670|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
Bla|PSE-4|AF313471|1422-2288|867|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
gi|84105058|gb|DQ322460.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CTX-M-95|FN813245|1912-2787|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
AGly|AadA24|HQ123586|88-768|781|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|AF336096.1|gene1|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,betalactams,Mutant porin proteins,OMP36
Bla|ampH_2_HQ586946|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|401871170|gb|JX121123.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Tmt|DfrA21|AY552589|1-498|498|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
59|EF540343.1|EF540343|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
Bla|GES-7_1_HM453325|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
gi|315227434|gb|HQ322612.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
Mdr|oqxB_1_EU370913|Multi-drug_resistance|Multi-drug_efflux_pumps|OQXB,Multi-drug resistance,Multi-drug efflux pumps,OQXB
MLS|ermD_2_L08389|MLS|23S_rRNA_methyltransferases|ERMD,MLS,23S rRNA methyltransferases,ERMD
Bla|CTX-M-78|AM982522|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|46401609|dbj|AB177384.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|55824372|gb|AY790341.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|233319|gb|S46063.1|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Tet|AB089595.1|gene1|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
1591|HE616889.1|HE616889|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-12_2_AY273807|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|591389169|gb|KJ135345.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|NC_002745.1122814|betalactams|Penicillin_binding_protein_regulator|MECI,betalactams,Penicillin binding protein regulator,MECI
Bla|OXY2-7|Z49084|312-1184|873|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
Bla|OKP-B-14_1_DQ995288|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
MLS|LmrB|X79146|27840-28679|840|MLS|Lincosamide_efflux_pump|LMRB,MLS,Lincosamide efflux pump,LMRB
Rif|ARR-6_1_FM955585|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
1660|JN596280.1|JN596280|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
gi|620597417|gb|KJ461948.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Phe|Cat-pC223|AY355285|1000-1647|648|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
Gly|VanA-Ao2|HQ679900|1034-2080|1047|Glycopeptides|VanA-type_resistance_protein|VANA,Glycopeptides,VanA-type resistance protein,VANA
MLS|LnuA|M14039|413-898|486|MLS|Lincosamide_nucleotidyltransferases|LNUA,MLS,Lincosamide nucleotidyltransferases,LNUA
Bla|OXA-73|AY762325|116-937|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AF024666|2207-2969|ARO:3000596|ErmX|MLS|23S_rRNA_methyltransferases|ERMX,MLS,23S rRNA methyltransferases,ERMX
gi|725539566|gb|KM433672.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
1429|AY082011.1|AY082011|Glycopeptides|VanD-type_resistance_protein|VANXD,Glycopeptides,VanD-type resistance protein,VANXD
Sul|NC_003197.1.1254818|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Bla|Y17581.1|gene1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Tet|tetL_1_HM235948|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL
Flq|NC_002695.1.916822|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Bla|OKP-B-2|AM051151|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|CMY-72|JX440352|1028-2173|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Tet|TetW|AJ222769|3687-5606|1920|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW
CARD|phgb|EU408350|11679-12585|ARO:3002488|LRA-9|betalactams|Class_B_betalactamases|LRA,betalactams,Class B betalactamases,LRA
Flq|NC_002758.1121330|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
CARD|phgb|X95401|208-1069|ARO:3000914|TEM-45|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Sul|sul2_19_AJ319822|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
Tet|tetH_4_U00792|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETH
MLS|ermG_2_L42817|MLS|23S_rRNA_methyltransferases|ERMG,MLS,23S rRNA methyltransferases,ERMG
CARD|phgb|AL009126|916777-919348|ARO:3000863|mprF|Multi-drug_resistance|MDR_mutant_porin_proteins|mprF|RequiresSNPConfirmation,Multi-drug resistance,MDR mutant porin proteins,mprF
gi|16798375|gb|AF427130.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Sul|AM180355.1|gene1650|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
gi|698174207|gb|KM087858.1|betalactams|Class_C_betalactamases|MIR,betalactams,Class C betalactamases,MIR
1886|AF322577.2|AF322577|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
gi|58200708|gb|AY874537.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|L25634|1273-2158|ARO:3003562|TLE|betalactams|Class_A_betalactamases|TLE,betalactams,Class A betalactamases,TLE
Sul|sul2_17_U57647|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
CARD|phgb|DQ390458|3095-3995|ARO:3002609|aadA9|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
AGly|AF263519.1|gene4|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|OXA-12|U10251|181-975|795|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
892|AJ746361.2|AJ746361|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
ACou|CP003583.1|gene1173|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
Bla|OKP-B-17|AM850919|25-885|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
AGly|aadA1_5_JQ480156|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
CARD|pvgb|AB003428.1|151-2416|ARO:3003702|Pseudomonas|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
Gly|VanT|AF162694|3008-5104|2097|Glycopeptides|VanC-type_resistance_protein|VANTC,Glycopeptides,VanC-type resistance protein,VANTC
Bla|CMY-80|JQ733577|1027-2172|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|AF336098.1|gene1|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,betalactams,Mutant porin proteins,OMP36
CARD|phgb|AB894482|35038-35500|ARO:3003199|AAC6-PRIME-Iak|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|JX514368|271-1417|ARO:3002107|CMY-94|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Rif|AE016830.1|gene3155|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
740|JX560992.1|JX560992|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9
gi|6273433|emb|Y14574.2|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Sul|sul2_8_AJ877041|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
Bla|B-9|AY348324|1-747|747|betalactams|Class_B_betalactamases|BLAB,betalactams,Class B betalactamases,BLAB
721|AB014481.1|AB014481|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
Flq|QnrB57_1_JX259318|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
gi|11095253|gb|AF275256.1|betalactams|Class_A_betalactamases|SME,betalactams,Class A betalactamases,SME
MLS|Erm30|AF079138|1283-2293|1011|MLS|23S_rRNA_methyltransferases|ERM30,MLS,23S rRNA methyltransferases,ERM30
Gly|VanY-Pt|AY926880.2|5831-6721|891|Glycopeptides|VanA-type_accessory_protein|VANYA,Glycopeptides,VanA-type accessory protein,VANYA
Bla|OXA-21_2_DQ993182|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|MECA|AB221124|91-2097|2007|betalactams|Penicillin_binding_protein|MECA,betalactams,Penicillin binding protein,MECA
Sul|sul1_27_GU562437|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Phe|NC_010588.1.6276004|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
1737|AY033516.1|AY033516|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|88697140|gb|DQ392963.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Sul|AL009126.3|gene92|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
AGly|strA_3_AF024602|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
CARD|phgb|EF468463|66-927|ARO:3001028|TEM-162|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|DQ212986|4222-5062|ARO:3002959|vanYG1|Glycopeptides|VanG-type_accessory_protein|VANYG,Glycopeptides,VanG-type accessory protein,VANYG
Bla|AJ550807.1|gene4|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
gi|675599421|gb|KJ934266.1|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
CARD|phgb|AP009048|3980025-3981183|ARO:3000795|mdtE|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTE,Multi-drug resistance,Multi-drug efflux pumps,MDTE
Bla|SHV-71_1_EF373974|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1268|AB976602.1|AB976602|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|723266034|gb|KM379100.1|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
gi|56554762|gb|AY847143.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|pvgb|AL450380|296695-297550|ARO:3003389|Mycobacterium|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Bla|OXY1-7|M27459|86-961|876|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
Tet|tetA_P_1_AB054980|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
gi|13173097|gb|AF324834.1|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
CARD|phgb|U00096|2154015-2155263|ARO:3000792|mdtA|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTA,Multi-drug resistance,Multi-drug efflux pumps,MDTA
CARD|phgb|JF780936|63-1209|ARO:3002078|CMY-65|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|223635894|emb|AM941846.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|GES-11|JN253503|37-900|864|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
Bla|CTX-M-65|EF418608|10-885|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|KP347127|22412-24038|ARO:3003689|MCR-1|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,Lipopeptides,Colistin phosphoethanolamine transferase,MCR
49|AJ514254.1|AJ514254|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET36
CARD|phgb|AF174129|6335-7211|ARO:3001872|CTX-M-9|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
1570|LC031883.1|LC031883|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
gi|10180985|gb|AY007369.1|betalactams|Class_C_betalactamases|FOX,betalactams,Class C betalactamases,FOX
AGly|Aac3-IId|EU022314|1-861|861|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
267|Z12001.1|Z12001|Phenicol|Phenicol_efflux_pumps|CMRA,Phenicol,Phenicol efflux pumps,CMRA
