Database,Source_header,MEGARes_header,UpdatedHeader
CARD,CARD|gb|HG970103.1|+|0-1086|ARO:3003949|efrB [Enterococcus faecium] ,MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,
AMRFinder,1175305388|WP_081853183.1|NG_062206|1|1|blaELM-1|blaELM|subclass_B3_metallo-beta-lactamase_ELM-1 NG_062206:1-942,MEG_2708|Drugs|betalactams|Class_B_betalactamases|ELM,
CARD,CARD|gb|CP003248|+|4243410-4246695|ARO:3003453|Mycobacterium tuberculosis embA mutant conferring resistance to ethambutol [Mycobacterium tuberculosis H37Rv] ,MEG_2709|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBA|RequiresSNPConfirmation,
CARD,CARD|gb|AL123456|+|4246513-4249810|ARO:3003326|Mycobacterium tuberculosis embB mutations conferring resistance to ethambutol [Mycobacterium tuberculosis H37Rv] ,MEG_2710|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBB|RequiresSNPConfirmation,
CARD,CARD|gb|BX248333|+|4182808-4186105|ARO:3003325|Mycobacterium tuberculosis variant bovis embB mutations conferring resistance to ethambutol [Mycobacterium tuberculosis variant bovis AF2122/97] ,MEG_2711|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBB|RequiresSNPConfirmation,
CARD,CARD|gb|CP003248|+|4240040-4243325|ARO:3003327|Mycobacterium tuberculosis mutant embC conferring resistance to ethambutol [Mycobacterium tuberculosis H37Rv] ,MEG_2712|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBC|RequiresSNPConfirmation,
CARD,CARD|gb|AL123456.3|-|1416180-1417347|ARO:3003455|Mycobacterium tuberculosis embR mutant conferring resistance to ethambutol [Mycobacterium tuberculosis H37Rv] ,MEG_2713|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBR|RequiresSNPConfirmation,
BacMet,emeA|BAC11911|BAC11911.1Enterococcusfaecalismultidrugeffluxpump,MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,
BacMet,"emhA|AAY90617|AAY90617.1PseudomonasprotegensPf-5effluxtransporter,membranefusionproteinsubunitEmhA",MEG_2715|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHA,
BacMet,emhB|ACO06752|ACO06752.1PseudomonasfluorescensEmhB,MEG_2716|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB,
AMRFinder,37519362|AAQ92182.1|AY349612.1|1|1|emhC|emhC|efflux_RND_transporter_outer_membrane_subunit_EmhC AY349612.1:5229-6689,MEG_2717|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC,
BacMet,"emhC|AAY90615|AAY90615.1PseudomonasprotegensPf-5effluxtransporter,outermembranefactorlipoproteinEmhC",MEG_2718|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC,
BacMet,emhR|AAY90618|AAY90618.1PseudomonasprotegensPf-5transcriptionalregulatorEmhR:Location:1..633,MEG_2719|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|EMHR,
BacMet,emmdR|ADF62863|ADF62863.1Enterobactercloacaesubsp.cloacaeATCC13047MATEeffluxfamilyprotein,MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,
BacMet,emrA|AAA23724|AAA23724.1Escherichiacolihypotheticalprotein,MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,
BacMet,emrA|AAC75732|AAC75732.3Escherichiacolistr.K-12substr.MG1655multidrugeffluxsystem,MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,
BacMet,emrAsm|CAQ45063|CAQ45063.1StenotrophomonasmaltophiliaK279aputativemultidrugresistanceproteinA,MEG_2723|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRASM,
BacMet,emrB|AAA23725|AAA23725.1Escherichiacolihypotheticalprotein,MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,
BacMet,emrB|AAC75733|AAC75733.3Escherichiacolistr.K-12substr.MG1655multidrugeffluxsystemprotein,MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,
BacMet,emrBsm|CAQ45064|CAQ45064.1StenotrophomonasmaltophiliaK279aputativemultidrugresistanceproteinB,MEG_2726|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRBSM,
BacMet,emrCsm|CAQ45062|CAQ45062.1StenotrophomonasmaltophiliaK279aputativeoutermembranemultidrugeffluxprotein,MEG_2727|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRCSM,
BacMet,emrD-3|ABQ18953|ABQ18953.1VibriocholeraeO395multidrugresistanceproteinD,MEG_2728|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,
BacMet,emrD|AAA62025|AAA62025.1Escherichiacolihypotheticalprotein,MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,
BacMet,emrD|AAC76696|AAC76696.3Escherichiacolistr.K-12substr.MG1655multidrugeffluxsystemprotein,MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,
CARD,CARD|gb|AE004091.2|+|5606102-5606435|ARO:3004038|Pseudomonas aeruginosa emrE [Pseudomonas aeruginosa PAO1] ,MEG_2731|Drugs|Multi-drug_resistance|Multi-drug_SMR_efflux_regulator|EMRE,
BacMet,emrK|AAC75427|AAC75427.3Escherichiacolistr.K-12substr.MG1655multidrugresistanceeffluxpumpmembranefusionprotein,MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,
BacMet,emrK|BAA11236|BAA11236.1EscherichiacoliEmrK,MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,
BacMet,emrR|CAA38090|CAA38090.1Escherichiacolihypotheticalprotein:Location:1..531,MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,
BacMet,emrRsm|CAQ45061|CAQ45061.1StenotrophomonasmaltophiliaK279aputativeMarR-familytranscriptionalregulator:Location:1..444,MEG_2735|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRRSM,
BacMet,emrY|AAC75426|AAC75426.3Escherichiacolistr.K-12substr.MG1655putativemultidrugeffluxsystem,MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,
BacMet,emrY|BAA11237|BAA11237.1EscherichiacoliEmrY,MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,
CARD,CARD|gb|AF403298.1|+|659-1685|ARO:3004669|emtA [Enterococcus faecium] Partial,MEG_2738|Drugs|MLS|23S_rRNA_methyltransferases|EMTA,
CARD,CARD|gb|AP009048|-|4338624-4340268|ARO:3003576|eptA [Escherichia coli str. K-12 substr. W3110] ,MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,
AMRFinder,504872883|WP_015059985.1|NG_047770|1|1|ere(A)|ere(A)|EreA_family_erythromycin_esterase NG_047770:101-1357,MEG_2740|Drugs|MLS|Macrolide_esterases|EREA,
AMRFinder,1105502058|WP_071846210.1|NG_052184|1|1|ere(A)|ere(A)|EreA_family_erythromycin_esterase NG_052184:101-1321,MEG_2741|Drugs|MLS|Macrolide_esterases|EREA,
AMRFinder,1105502186|WP_071846336.1|NG_052426|1|1|ere(A)|ere(A)|EreA_family_erythromycin_esterase NG_052426:101-1321,MEG_2742|Drugs|MLS|Macrolide_esterases|EREA,
AMRFinder,695263664|WP_032490534.1|NG_050404|1|1|ere(A2)|ere(A)|inactive_erythromycin_esterase_Ere(A2) NG_050404:67-1293,MEG_2743|Drugs|MLS|Macrolide_esterases|EREA,
AMRFinder,692128548|WP_032084014.1|NG_047767|1|1|ere(A)|ere(A)|EreA_family_erythromycin_esterase NG_047767:101-1321,MEG_2744|Drugs|MLS|Macrolide_esterases|EREA,
AMRFinder,1028086016|WP_063844485.1|NG_047766|1|1|ere(A)|ere(A)|EreA_family_erythromycin_esterase NG_047766:101-1321,MEG_2745|Drugs|MLS|Macrolide_esterases|EREA,
ARG-ANNOT,(MLS)EreA:AY183453:2730-3950:1221,MEG_2746|Drugs|MLS|Macrolide_esterases|EREA,
CARD,CARD|gb|AF099140|+|136-1363|ARO:3002826|EreA2 [Providencia stuartii] ,MEG_2747|Drugs|MLS|Macrolide_esterases|EREA,
CARD,CARD|gb|M11277.1|-|246-1281|ARO:3000361|EreA [Plasmid pIP1100] ,MEG_2748|Drugs|MLS|Macrolide_esterases|EREA,
NCBI,gi|14582735|gb|AF326209.1|76-1302 gi|954629879|gb|CP013215.1|280834-280647 gi|948288909|gb|KR259328.1|932-1119 gi|908266278|gb|CP012170.1|140874-141061 gi|659224503|gb|KJ668707.1|918-1105,MEG_2749|Drugs|MLS|Macrolide_esterases|EREA,
NCBI,gi|21263078|gb|AF512546.1|716-1942 gi|954629879|gb|CP013215.1|280834-280647 gi|948288909|gb|KR259328.1|932-1119 gi|908266278|gb|CP012170.1|140874-141061 gi|659224503|gb|KJ668707.1|918-1105,MEG_2750|Drugs|MLS|Macrolide_esterases|EREA,
NCBI,gi|636631868|gb|KJ546444.1|710-1947 gi|636631799|gb|KJ543550.1|710-1947 gi|404515556|gb|JX297812.1|629-1866 gi|221047974|gb|FJ591050.1|689-1926 gi|156186306|gb|EU085376.1|671-1908 gi|56182558|gb|AY827837.1|705-1942 gi|66863972|dbj|AB188269.1|730-1967 gi|695198806|ref|NG_035084.1|126-1363 gi|659224503|gb|KJ668707.1|2796-4023 gi|659224503|gb|KJ668707.1|907-1105 gi|954629879|gb|CP013215.1|276726-275684 gi|954629879|gb|CP013215.1|280845-280647,MEG_2751|Drugs|MLS|Macrolide_esterases|EREA,
AMRFinder,1028086017|WP_063844486.1|NG_047769|1|1|ere(B)|ere(B)|EreB_family_erythromycin_esterase NG_047769:101-1360,MEG_2752|Drugs|MLS|Macrolide_esterases|EREB,
ARG-ANNOT,(MLS)EreB:X03988:383-1642:1260,MEG_2753|Drugs|MLS|Macrolide_esterases|EREB,
CARD,CARD|gb|KP265721.1|+|331-1558|ARO:3004608|EreD [Riemerella anatipestifer] ,MEG_2754|Drugs|MLS|Macrolide_esterases|ERED,
CARD,CARD|gb|AF079138|+|153-1122|ARO:3000598|Erm(31) [Streptomyces venezuelae] ,MEG_2755|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|AF319779.2|+|32-833|ARO:3000604|Erm(35) [Bacteroides coprosuis DSM 18011] ,MEG_2756|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|AF462611|+|0-846|ARO:3000605|Erm(36) [Micrococcus luteus] ,MEG_2757|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|AM709783.1|-|2816-3665|ARO:3004605|ermZ [Streptomyces ambofaciens] ,MEG_2758|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|AY154657.2|+|62-1223|ARO:3000601|Erm(38) [Mycolicibacterium smegmatis] ,MEG_2759|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|AY234334|+|0-846|ARO:3000600|Erm(34) [Bacillus clausii] ,MEG_2760|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|AY487229|+|2152-2893|ARO:3000602|Erm(39) [Mycolicibacterium fortuitum] ,MEG_2761|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|AY570506.1|+|2034-2790|ARO:3004606|erm(40) [Mycolicibacterium mageritense] Partial,MEG_2762|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|D14532|+|1038-1974|ARO:3001306|ErmW [Micromonospora griseorubida] ,MEG_2763|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|EU177504|+|0-417|ARO:3000603|Erm(41) [Mycobacteroides abscessus] ,MEG_2764|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|HE650138|+|2186-2918|ARO:3003205|Erm(43) [Staphylococcus lentus] ,MEG_2765|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|HG796218.2|+|48616-49348|ARO:3003971|erm(44) [Staphylococcus xylosus] ,MEG_2766|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|KM679362.1|+|0-813|ARO:3004596|erm(46) [Rhodococcus hoagii] ,MEG_2767|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|KU612222.1|+|80337-81078|ARO:3003908|Erm(47) [Helcococcus kunzii] ,MEG_2768|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|LN623525.1|+|13980-14736|ARO:3003971|erm(44) [Staphylococcus saprophyticus] ,MEG_2769|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|LN680996.1|+|12073-12811|ARO:3004595|erm45 [Staphylococcus fleurettii] ,MEG_2770|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|LT223129|+|47369-48101|ARO:3004094|Erm(48) [Staphylococcus xylosus] ,MEG_2771|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|MWVR01000009.1|-|34384-35299|ARO:3004626|Erm(49) [Bifidobacterium breve] ,MEG_2772|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
CARD,CARD|gb|NG_047831.1|+|100-955|ARO:3004643|Erm(K) [Bacillus halodurans] ,MEG_2773|Drugs|MLS|23S_rRNA_methyltransferases|ERM,
ARG-ANNOT,(MLS)Erm30:AF079138:1283-2293:1011,MEG_2774|Drugs|MLS|23S_rRNA_methyltransferases|ERM30,
CARD,CARD|gb|AF055922|+|1787-2630|ARO:3001299|tlrB conferring tylosin resistance [Streptomyces fradiae] ,MEG_2775|Drugs|MLS|23S_rRNA_methyltransferases|ERM32,
CARD,CARD|gb|AJ009971.2|+|1789-2632|ARO:3004592|erm(32) [Streptomyces fradiae] ,MEG_2776|Drugs|MLS|23S_rRNA_methyltransferases|ERM32,
CARD,CARD|gb|AL123456|+|2231679-2232219|ARO:3000392|Erm(37) [Mycobacterium tuberculosis H37Rv] ,MEG_2777|Drugs|MLS|23S_rRNA_methyltransferases|ERM37,
ARG-ANNOT,(MLS)Erm41:EU590124:258-779:522,MEG_2778|Drugs|MLS|23S_rRNA_methyltransferases|ERM41,
AMRFinder,917745009|WP_052259183.1|NG_047784|1|1|erm(42)|erm(42)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(42) NG_047784:101-1006,MEG_2779|Drugs|MLS|23S_rRNA_methyltransferases|ERM42,
CARD,CARD|gb|FR734406|+|0-906|ARO:3003106|Erm(42) [Pasteurella multocida] ,MEG_2780|Drugs|MLS|23S_rRNA_methyltransferases|ERM42,
NCBI,gi|312836915|dbj|AB601890.1|4808-5719,MEG_2781|Drugs|MLS|23S_rRNA_methyltransferases|ERM42,
AMRFinder,751612012|WP_041079981.1|NG_055651|1|1|erm(44)v|erm(44)v|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(44)v NG_055651:101-832,MEG_2782|Drugs|MLS|23S_rRNA_methyltransferases|ERM44,
AMRFinder,446994941|WP_001072197.1|NG_047791|1|1|erm(A)|erm(A)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A) NG_047791:101-832,MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,
CARD,CARD|gb|AJ313523.1|+|162-894|ARO:3000599|Erm(33) [Staphylococcus sciuri] ,MEG_2784|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,
CARD,CARD|gb|X03216.1|-|4550-5282|ARO:3000347|ErmA [Staphylococcus aureus] ,MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,
NCBI,gi|164653710|gb|EU348757.1|1-594,MEG_2786|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,
NCBI,gi|955670971|gb|CP013202.1|604327-605058 gi|917641723|gb|CP010449.1|1136723-1135992 gi|338795737|emb|FR691054.1|34898-35629 gi|326650014|gb|CP002512.1|171645-172376 gi|306408173|gb|CP002121.1|856174-856905 gi|215263197|emb|FM162351.1|5220-5951 gi|94546904|gb|CP000262.1|1652896-1653627 gi|2190969|gb|AF002716.1|AF002716|211-942 gi|674653132|gb|KM194593.1|1-677 gi|67974730|gb|DQ082900.1|1-530,MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,
AMRFinder,1028086175|WP_063844614.1|NG_047795|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B) NG_047795:101-838,MEG_2788|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
AMRFinder,1028086162|WP_063844601.1|NG_047793|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B) NG_047793:101-838,MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
AMRFinder,752296432|WP_041152457.1|NG_047803|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B) NG_047803:101-838,MEG_2790|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
AMRFinder,1028086476|WP_063844850.1|NG_047842|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B) NG_047842:101-847,MEG_2791|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
AMRFinder,499327877|WP_011018369.1|NG_056191|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B) NG_056191:101-853,MEG_2792|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
AMRFinder,446961539|WP_001038795.1|NG_047798|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B) NG_047798:101-838,MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
AMRFinder,488221018|WP_002292226.1|NG_047794|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B) NG_047794:101-838,MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
AMRFinder,1028086180|WP_063844619.1|NG_047796|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B) NG_047796:101-838,MEG_2795|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
ARG-ANNOT,(MLS)ErmB:M11180:714-1451:738,MEG_2796|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
ARG-ANNOT,1066|unknown_id|unknown_name|MLS|23S_rRNA_methyltransferases|ERMB,MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
CARD,CARD|gb|AB014481|+|0-735|ARO:3002825|ErmY [Staphylococcus aureus] ,MEG_2798|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
CARD,CARD|gb|AF242872.1|-|2131-2878|ARO:3000375|ErmB [Enterococcus faecium] Partial,MEG_2799|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
CARD,CARD|gb|AF242872|+|3579-4224|ARO:3002844|vatE [Enterococcus faecium] ,MEG_2800|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
NCBI,gi|13549398|gb|AY028776.1|4167-4928 gi|38707181|gb|AY357120.1|9307-8546 gi|23986282|gb|AY126342.1|1390-629 gi|496500|emb|X66468.1|8144-8905 gi|3127116|gb|AF061336.1|4167-4928 gi|1277132|gb|U50977.1|CVU50977|936-181,MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
NCBI,gi|777202877|emb|LN831030.1|2100371-2099634 gi|777202877|emb|LN831030.1|2102778-2102041 gi|760237048|gb|CP010905.1|2302352-2301615 gi|760237048|gb|CP010905.1|2304759-2304022 gi|733567460|emb|LN614756.1|2277429-2276692 gi|115249003|emb|AM180355.1|2317704-2316967 gi|115249003|emb|AM180355.1|2320111-2319374 gi|669664083|ref|NG_034211.1|4433-5170 gi|669664083|ref|NG_034211.1|6840-7577 gi|15986372|emb|AJ294530.1|399-1136 gi|745811785|gb|CP007593.1|960658-961393,MEG_2802|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
NCBI,gi|874011340|gb|CP012045.1|1118501-1119211 gi|745811785|gb|CP007593.1|967037-966327 gi|703570643|gb|CP009612.1|1079619-1080329 gi|698841295|emb|LK020698.1|24093-24803 gi|698841065|emb|LK020692.1|27752-27042 gi|698840909|emb|LK020687.1|14138-14848 gi|649571968|emb|HG799503.1|4837-4127 gi|641688100|emb|HG799491.1|44245-44955 gi|556027507|gb|CP006844.1|1748341-1747631 gi|537629960|gb|CP003858.1|645192-644482,MEG_2803|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
NCBI,gi|938507137|gb|KP842560.1|20891-21628 gi|409183623|gb|JQ663598.1|26630-25893 gi|388535180|gb|CP003585.1|47170-46433 gi|383850702|gb|JN899593.1|211-948 gi|383850692|gb|JN899591.1|273-1010 gi|383850677|gb|JN899588.1|273-1010 gi|373218503|gb|JN607214.1|242-979 gi|323463200|gb|CP002478.1|1849667-1848930 gi|319739722|gb|HQ115078.1|34525-33788 gi|260177113|gb|GQ900487.1|40580-39843,MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
NCBI,gi|970338797|gb|KT962975.1|2951-3688 gi|920768663|gb|CP011419.1|1940585-1939848 gi|749389159|gb|KJ645709.1|25732-24995 gi|663450304|gb|KC876752.1|5178-5915 gi|663450289|gb|KC876751.1|5181-5918 gi|663450275|gb|KC876750.1|4592-5329 gi|663450246|gb|KC876748.1|4592-5329 gi|510787448|gb|KC575115.1|8506-9243 gi|459385823|gb|CP003922.1|716338-715601 gi|383850662|gb|JN899585.1|275-1012,MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
ResFinder,erm(B)_26_AF080450 ,MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
ResFinder,erm(B)_22_X52632 ,MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,
AMRFinder,503924496|WP_014158490.1|NG_047814|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_047814:101-835,MEG_2808|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,695270347|WP_032492416.1|NG_047817|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_047817:101-835,MEG_2809|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,499701410|WP_011382144.1|NG_047816|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_047816:101-835,MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,695262051|WP_032489010.1|NG_047811|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_047811:58-792,MEG_2811|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,695262050|WP_032489009.1|NG_047810|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_047810:101-835,MEG_2812|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,499601687|WP_011282421.1|NG_047815|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_047815:101-835,MEG_2813|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,446926004|WP_001003260.1|NG_055988|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_055988:101-835,MEG_2814|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,1028086394|WP_063844768.1|NG_047808|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_047808:101-835,MEG_2815|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,499596187|WP_011276921.1|NG_055985|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_055985:101-835,MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,695262052|WP_032489011.1|NG_047812|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C) NG_047812:101-835,MEG_2817|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
ARG-ANNOT,(MLS)ErmC:M19652:988-1722:735,MEG_2818|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
CARD,CARD|gb|M12730|+|779-1514|ARO:3000250|ErmC [Staphylococcus epidermidis] ,MEG_2819|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
NCBI,gi|695198047|ref|NG_034889.1|524-1258 gi|353127779|gb|JF968533.1|150-197,MEG_2820|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
NCBI,gi|909776345|gb|KP065813.1|3571-2837 gi|749502733|gb|KP255997.1|4304-3570 gi|749502730|gb|KP255996.1|3737-4471 gi|671774829|gb|KM017875.1|1306-572 gi|658131576|emb|HG380318.1|812-78 gi|378968505|gb|AY661563.2|5538-4804 gi|378968504|gb|AF424805.2|3478-4212 gi|375314803|gb|JN798465.1|7712-6978 gi|375331809|dbj|AB517728.1|3562-2828 gi|353127761|gb|JF968527.1|1298-564,MEG_2821|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
NCBI,gi|961570267|gb|CP013617.1|2092-1358 gi|929861441|gb|CP010404.1|1680-2414 gi|757805033|dbj|AB982226.1|1683-2417 gi|757805030|dbj|AB982225.1|1392-2126 gi|700659238|gb|KF831357.1|2152-1418 gi|658131571|emb|HG380317.1|136-870 gi|537392238|gb|CP003981.1|84-818 gi|695224142|ref|NG_041022.1|5598-4864 gi|452753789|emb|HF569094.1|40393-39659 gi|407031691|gb|JX644443.1|2087-1353,MEG_2822|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,
AMRFinder,489276093|WP_003183781.1|NG_047818|1|1|erm(D)|erm(D)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(D) NG_047818:101-964,MEG_2823|Drugs|MLS|23S_rRNA_methyltransferases|ERMD,
AMRFinder,647502401|WP_025811090.1|NG_047820|1|1|erm(D)|erm(D)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(D) NG_047820:101-964,MEG_2824|Drugs|MLS|23S_rRNA_methyltransferases|ERMD,
CARD,CARD|gb|L08389|+|390-1254|ARO:3000495|ErmD [Bacillus anthracis] ,MEG_2825|Drugs|MLS|23S_rRNA_methyltransferases|ERMD,
ARG-ANNOT,(MLS)ErmE:M11200:284-1396:1146,MEG_2826|Drugs|MLS|23S_rRNA_methyltransferases|ERME,
