S1_test,S3_test,S2_test
MEG_3260|Drugs|betalactams|Class_A_betalactamases|HERA,4.0,4.0,2.0
MEG_5932|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,4.0,0
MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,6.0,16.0,2.0
MEG_7656|Drugs|betalactams|Class_A_betalactamases|VEB,2.0,10.0,2.0
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,4.0,2.0,2.0
MEG_6710|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,0
MEG_6779|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,2.0
MEG_6243|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,2.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,0,10.0,0
MEG_242|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,2.0,2.0
MEG_1727|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBB,2.0,4.0,2.0
MEG_2964|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,4.0,2.0,4.0
MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,8.0,10.0,0
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,22.0,12.0,6.0
MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0,4.0,0
MEG_4635|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_4536|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_7646|Drugs|betalactams|Class_A_betalactamases|VEB,0,4.0,0
MEG_1256|Drugs|betalactams|Class_B_betalactamases|BLAB,2.0,2.0,0
MEG_5000|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_5202|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,0
MEG_3552|Drugs|betalactams|Class_A_betalactamases|LEN,2.0,4.0,2.0
MEG_7496|Drugs|Glycopeptides|VanB-type_regulator|VANSB,4.0,4.0,2.0
MEG_4491|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_1962|Drugs|betalactams|Class_C_betalactamases|CMY,0,10.0,0
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,12.0,20.0,0
MEG_6852|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,0
MEG_2363|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,2.0
MEG_6440|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,2.0
MEG_7056|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,2.0,2.0,2.0
MEG_6274|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,2.0,0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,0,2.0,0
MEG_52|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,4.0,6.0,2.0
MEG_4277|Drugs|MLS|Macrolide_glycosyltransferases|OLED,6.0,10.0,6.0
MEG_6134|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,40.0,32.0,14.0
MEG_5664|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_1853|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,6.0,0
MEG_7623|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATC,2.0,6.0,0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,4.0,0,4.0
MEG_6606|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,2.0,8.0,2.0
MEG_4887|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_2257|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,2.0,2.0
MEG_2808|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,2.0,0
MEG_3566|Drugs|betalactams|Class_A_betalactamases|LEN,0,2.0,0
MEG_6973|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,4.0,6.0,0
MEG_5358|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,10.0,0
MEG_3394|Drugs|betalactams|Class_B_betalactamases|IMP,2.0,6.0,2.0
MEG_6042|Drugs|betalactams|Class_A_betalactamases|RAHN,2.0,4.0,2.0
MEG_7766|Drugs|betalactams|Class_B_betalactamases|VIM,6.0,4.0,2.0
MEG_6283|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,2.0
MEG_6285|Drugs|betalactams|Class_A_betalactamases|SHV,0,4.0,0
MEG_1831|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,4.0,2.0
MEG_6771|Drugs|betalactams|Class_A_betalactamases|TEM,0,10.0,0
MEG_6966|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31,0,4.0,0
MEG_2915|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,6.0,0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,4.0,8.0,4.0
MEG_7249|Drugs|betalactams|Class_B_betalactamases|THINB,0,8.0,0
MEG_3121|Drugs|betalactams|Class_A_betalactamases|GES,0,4.0,0
MEG_43|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,4.0,0,0
MEG_2392|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,0,0
MEG_337|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,0,0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,6.0,12.0,4.0
MEG_2255|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,0,2.0
MEG_6008|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_1553|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,4.0,4.0,4.0
MEG_5037|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,2.0,2.0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,2.0,4.0,2.0
MEG_7451|Drugs|Glycopeptides|VanA-type_regulator|VANRA,2.0,0,0
MEG_4295|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPRA,0,8.0,0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,10.0,16.0,6.0
MEG_6800|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,0
MEG_3804|Drugs|betalactams|Penicillin_binding_protein_regulator|MECI,0,6.0,0
MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,6.0,2.0
MEG_5059|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,0
MEG_5183|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_2340|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,2.0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,4.0
MEG_4505|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_3779|Drugs|betalactams|Penicillin_binding_protein|MECA,2.0,8.0,0
MEG_6355|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,2.0
MEG_2366|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0
MEG_2882|Drugs|betalactams|Class_A_betalactamases|FAR1,0,2.0,0
MEG_5971|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_5994|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,4.0,0
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,2.0,4.0,0
MEG_1835|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,6.0,2.0
MEG_6248|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,6.0,4.0
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,2.0,2.0,2.0
MEG_6481|Drugs|betalactams|Class_A_betalactamases|SHV,0,10.0,0
MEG_2367|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,0,0
MEG_2862|Drugs|betalactams|Class_A_betalactamases|ERP,4.0,6.0,4.0
MEG_3011|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,2.0,4.0,2.0
MEG_431|Drugs|betalactams|Class_C_betalactamases|ACT,0,2.0,0
MEG_1968|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,6.0,2.0
MEG_6687|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,2.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,4.0,4.0,2.0
MEG_2812|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,4.0,6.0,2.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,2.0,0
MEG_6791|Drugs|betalactams|Class_A_betalactamases|TEM,0,2.0,0
MEG_5106|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_3704|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,2.0,0
MEG_1930|Drugs|betalactams|Class_C_betalactamases|CMY,0,2.0,0
MEG_6466|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,2.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,6.0,4.0,4.0
MEG_4432|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,2.0,0
MEG_1966|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,6.0,2.0
MEG_1213|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,4.0,4.0,2.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,4.0,8.0,4.0
MEG_2107|Drugs|betalactams|Class_B_betalactamases|CPHA,4.0,8.0,0
MEG_3074|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSH,8.0,16.0,4.0
MEG_5982|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,2.0,0
MEG_5160|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,6.0,2.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,4.0,2.0,2.0
MEG_61|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,4.0,8.0,2.0
MEG_2855|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,4.0,4.0,0
MEG_6780|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,2.0
MEG_6244|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,2.0
MEG_2973|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMA,2.0,4.0,2.0
MEG_2352|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,2.0,0
MEG_4229|Drugs|betalactams|Class_C_betalactamases|OCH,6.0,6.0,6.0
MEG_6849|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,2.0
MEG_6592|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,4.0,0
MEG_1214|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRB,2.0,2.0,2.0
MEG_7062|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,4.0,2.0,2.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,2.0,4.0,2.0
MEG_5065|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,2.0,4.0
MEG_1221|Drugs|betalactams|Class_A_betalactamases|BEL,2.0,2.0,0
MEG_4063|Drugs|betalactams|Class_B_betalactamases|MSI,2.0,2.0,2.0
MEG_4017|Drugs|betalactams|Class_C_betalactamases|MOX,4.0,0,2.0
MEG_5911|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_809|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,4.0,0
MEG_6741|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,6.0,2.0
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,6.0,14.0,4.0
MEG_6737|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,2.0
MEG_343|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,0,2.0
MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,2.0,0
MEG_4760|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,12.0,14.0,10.0
MEG_7685|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,2.0,8.0,0
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,6.0,0,0
MEG_3117|Drugs|betalactams|Class_A_betalactamases|GES,2.0,4.0,2.0
MEG_319|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,0,2.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,10.0,14.0,6.0
MEG_432|Drugs|betalactams|Class_C_betalactamases|ACT,8.0,8.0,2.0
MEG_485|Drugs|betalactams|Class_C_betalactamases|ACT,4.0,10.0,4.0
MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_3124|Drugs|betalactams|Class_A_betalactamases|GES,2.0,0,0
MEG_770|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,2.0
MEG_746|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,4.0,0
MEG_7768|Drugs|betalactams|Class_B_betalactamases|VIM,4.0,8.0,2.0
MEG_6289|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,0
MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,2.0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,8.0,8.0,2.0
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,2.0,0,0
MEG_6284|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,2.0,2.0
MEG_4299|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRM,2.0,2.0,2.0
MEG_4858|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_5978|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,4.0,4.0,2.0
MEG_4773|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,0
MEG_7163|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,2.0,0
MEG_6340|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,0
MEG_735|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,2.0,0,2.0
MEG_447|Drugs|betalactams|Class_C_betalactamases|ACT,4.0,14.0,4.0
MEG_1924|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,8.0,0
MEG_4150|Drugs|betalactams|Class_B_betalactamases|NDM,2.0,2.0,2.0
MEG_6883|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,2.0
MEG_7458|Drugs|Glycopeptides|VanA-type_regulator|VANRA,2.0,8.0,2.0
MEG_3327|Drugs|betalactams|Class_B_betalactamases|IMP,0,2.0,0
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,8.0,10.0,4.0
MEG_3783|Drugs|betalactams|Penicillin_binding_protein|MECA,4.0,0,0
MEG_1951|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,4.0,6.0
MEG_2778|Drugs|MLS|23S_rRNA_methyltransferases|ERM41,0,2.0,0
MEG_3416|Drugs|betalactams|Class_B_betalactamases|IND,0,4.0,0
MEG_5317|Drugs|betalactams|Class_A_betalactamases|OXY,0,6.0,0
MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,4.0,2.0,2.0
MEG_2267|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,6.0,0
MEG_4719|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_5626|Drugs|betalactams|Class_C_betalactamases|PDC,4.0,0,2.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4.0,0,2.0
MEG_4516|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_7740|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,0,0
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,0,10.0,0
MEG_931|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4.0,2.0,2.0
MEG_4990|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,8.0,6.0
MEG_2822|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,2.0,2.0,2.0
MEG_6327|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,0
MEG_6374|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,0
MEG_5181|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_2266|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,8.0,2.0
MEG_4776|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,2.0,4.0
MEG_4702|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_4696|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_59|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,2.0,0,0
MEG_1316|Drugs|betalactams|Class_A_betalactamases|BLASME,2.0,6.0,0
MEG_2307|Drugs|betalactams|Class_A_betalactamases|CTX,8.0,4.0,8.0
MEG_2315|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,4.0
MEG_6785|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,2.0
MEG_6843|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,4.0
MEG_3226|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,22.0,32.0,8.0
MEG_7838|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,2.0,0,0
MEG_4409|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_5284|Drugs|betalactams|Class_A_betalactamases|OXY,2.0,6.0,2.0
MEG_6808|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,2.0
MEG_3158|Drugs|betalactams|Class_B_betalactamases|GOB,6.0,4.0,2.0
MEG_326|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,4.0,2.0
MEG_5399|Drugs|betalactams|Penicillin_binding_protein|PBP1A|RequiresSNPConfirmation,12.0,12.0,12.0
MEG_4273|Drugs|betalactams|Class_A_betalactamases|OKP,2.0,8.0,0
MEG_6733|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,4.0,2.0
MEG_5185|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_6365|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,2.0
MEG_1557|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,14.0,14.0,8.0
MEG_5820|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0,4.0,0
MEG_6766|Drugs|betalactams|Class_A_betalactamases|TEM,0,4.0,0
MEG_6003|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,0,0
MEG_4993|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_883|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,4.0,0
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,2.0,4.0,0
MEG_4958|Drugs|betalactams|Class_D_betalactamases|OXA,0,14.0,0
MEG_1817|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,2.0,0
MEG_7088|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,12.0,2.0,2.0
MEG_7585|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,4.0,4.0,2.0
MEG_1464|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,2.0,8.0,2.0
MEG_3660|Drugs|betalactams|Class_A_betalactamases|MAL,4.0,6.0,4.0
MEG_70|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME,2.0,0,0
MEG_3574|Drugs|betalactams|Class_A_betalactamases|LEN,4.0,0,2.0
MEG_318|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,2.0,2.0
MEG_3776|Drugs|betalactams|Penicillin_binding_protein|MECA,2.0,4.0,0
MEG_15|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,0,2.0,0
MEG_2278|Drugs|betalactams|Class_A_betalactamases|CTX,0,4.0,0
MEG_6584|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,2.0,4.0,2.0
MEG_7706|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,2.0,0
MEG_6705|Drugs|betalactams|Class_A_betalactamases|TEM,0,2.0,0
MEG_4794|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_2370|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,0
MEG_2170|Drugs|betalactams|Class_A_betalactamases|CTX,0,6.0,0
MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,10.0,10.0,10.0
MEG_6704|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,0,2.0
MEG_6597|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,4.0,2.0,0
MEG_6736|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,2.0,2.0
MEG_6753|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,0
MEG_3122|Drugs|betalactams|Class_A_betalactamases|GES,2.0,2.0,0
MEG_3565|Drugs|betalactams|Class_A_betalactamases|LEN,2.0,2.0,0
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,0,6.0,0
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,6.0,0
MEG_3558|Drugs|betalactams|Class_A_betalactamases|LEN,2.0,6.0,2.0
MEG_2297|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,0,4.0
MEG_3332|Drugs|betalactams|Class_B_betalactamases|IMP,2.0,2.0,0
MEG_2925|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,2.0,4.0,2.0
MEG_6269|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,2.0,4.0
MEG_5080|Drugs|betalactams|Class_D_betalactamases|OXA,0,6.0,0
MEG_1887|Drugs|betalactams|Class_C_betalactamases|CMY,0,10.0,0
MEG_5651|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_1890|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,4.0,2.0
MEG_6060|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTA,2.0,2.0,0
MEG_6334|Drugs|betalactams|Class_A_betalactamases|SHV,0,6.0,0
MEG_938|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,6.0,0
MEG_4524|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_6150|Drugs|betalactams|Class_A_betalactamases|RTG,2.0,0,0
MEG_2335|Drugs|betalactams|Class_A_betalactamases|CTX,0,4.0,0
MEG_4777|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,6.0,2.0
MEG_3963|Drugs|betalactams|Class_C_betalactamases|MIR,4.0,6.0,2.0
MEG_3411|Drugs|betalactams|Class_B_betalactamases|IND,2.0,6.0,2.0
MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA,10.0,2.0,4.0
MEG_4890|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,6.0,4.0
MEG_368|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,6.0,2.0,2.0
MEG_7390|Drugs|Glycopeptides|VanE-type_resistance_protein|VANE,4.0,0,2.0
MEG_3305|Drugs|betalactams|Class_A_betalactamases|IMI,0,2.0,0
MEG_5008|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_2298|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,8.0,4.0
MEG_2377|Drugs|betalactams|Class_A_betalactamases|CTX,8.0,2.0,2.0
MEG_5208|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,4.0,4.0
MEG_7047|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,2.0,0
MEG_4264|Drugs|betalactams|Class_A_betalactamases|OKP,8.0,4.0,2.0
MEG_5974|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_2419|Drugs|betalactams|Class_A_betalactamases|CTX,10.0,4.0,2.0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,0,2.0,0
MEG_6387|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,2.0,2.0
MEG_3112|Drugs|betalactams|Class_A_betalactamases|GES,2.0,4.0,2.0
MEG_4032|Drugs|MLS|Macrolide_phosphotransferases|MPHB,8.0,12.0,6.0
MEG_6824|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,0
MEG_2212|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,0,2.0
MEG_1263|Drugs|betalactams|Class_B_betalactamases|BLAB,2.0,2.0,0
MEG_5230|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_1421|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,4.0,0
MEG_1052|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,4.0,8.0,0
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,6.0,2.0
